index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
5617,0.0,0.21,0.48,0.21,0.2,0.26,0.08
4777,0.0,0.41,0.49,0.43,0.32,0.26,0.57
958,0.0,0.17,0.48,0.12,0.15,0.22,0.01
3239,0.0,0.28,0.48,0.24,0.26,0.35,0.82
1447,1.0,0.56,0.5,0.5,0.48,0.35,0.55
5860,1.0,0.7,0.5,0.66,0.54,0.48,0.94
4242,0.0,0.36,0.49,0.27,0.2,0.39,0.08
3572,0.0,0.52,0.5,0.48,0.53,0.57,1.0
2206,1.0,0.3,0.5,0.39,0.35,0.35,0.73
3429,0.0,0.05,0.45,0.03,0.02,0.04,0.0
5392,0.0,0.03,0.44,0.01,0.01,0.13,0.0
458,0.0,0.2,0.48,0.27,0.2,0.35,0.04
1652,0.0,0.2,0.48,0.21,0.24,0.04,0.09
4311,1.0,0.32,0.49,0.37,0.51,0.43,0.85
1439,1.0,0.6,0.51,0.67,0.67,0.39,1.0
5360,1.0,0.43,0.5,0.61,0.55,0.0,0.48
3722,0.0,0.05,0.45,0.04,0.06,0.04,0.0
2858,0.0,0.09,0.47,0.11,0.21,0.17,0.1
511,0.0,0.27,0.5,0.36,0.29,0.17,0.32
2059,0.0,0.38,0.49,0.37,0.43,0.26,0.45
3208,0.0,0.09,0.47,0.12,0.11,0.13,0.05
3111,1.0,0.09,0.46,0.11,0.08,0.17,0.0
6043,1.0,0.68,0.5,0.5,0.59,0.52,0.89
2240,0.0,0.06,0.44,0.02,0.02,0.04,0.0
5201,0.0,0.03,0.46,0.1,0.12,0.0,0.02
2204,1.0,0.22,0.48,0.21,0.12,0.04,0.0
2522,0.0,0.1,0.47,0.16,0.09,0.35,0.0
16,0.0,0.02,0.45,0.02,0.02,0.0,0.0
869,0.0,0.08,0.45,0.04,0.09,0.04,0.0
2584,0.0,0.13,0.47,0.08,0.09,0.22,0.08
2873,1.0,0.49,0.5,0.5,0.63,0.43,0.96
4867,0.0,0.43,0.5,0.5,0.51,0.61,0.75
2786,0.0,0.04,0.45,0.03,0.07,0.26,0.01
769,0.0,0.07,0.46,0.07,0.13,0.26,0.02
5026,0.0,0.01,0.45,0.03,0.06,0.0,0.0
3090,1.0,0.53,0.51,0.61,0.51,0.52,0.98
4651,1.0,0.47,0.49,0.41,0.44,0.17,0.81
6463,0.0,0.07,0.46,0.06,0.05,0.13,0.0
2801,0.0,0.14,0.48,0.16,0.14,0.17,0.0
754,0.0,0.41,0.5,0.66,0.52,0.43,0.53
6866,1.0,0.86,0.53,0.9,0.81,0.65,0.99
2068,0.0,0.25,0.48,0.22,0.2,0.26,0.05
4793,0.0,0.2,0.48,0.25,0.19,0.13,0.03
6308,0.0,0.65,0.51,0.72,0.57,0.74,0.98
507,1.0,0.65,0.51,0.84,0.69,0.43,0.9
6488,1.0,0.8,0.52,0.79,0.66,0.65,0.99
134,1.0,0.45,0.5,0.55,0.34,0.39,0.93
6673,0.0,0.5,0.5,0.61,0.39,0.74,0.99
1348,1.0,0.65,0.5,0.61,0.65,0.74,0.98
1639,1.0,0.33,0.49,0.41,0.37,0.65,1.0
2946,0.0,0.34,0.49,0.35,0.23,0.22,0.28
2386,0.0,0.13,0.47,0.1,0.11,0.17,0.11
3126,0.0,0.19,0.47,0.07,0.11,0.0,0.0
1386,0.0,0.02,0.45,0.02,0.03,0.0,0.0
6278,0.0,0.14,0.47,0.08,0.07,0.09,0.0
3640,1.0,0.55,0.5,0.52,0.61,0.57,0.98
6168,1.0,0.81,0.52,0.84,0.71,0.78,0.99
6980,1.0,0.36,0.49,0.42,0.52,0.61,0.97
1358,0.0,0.48,0.49,0.36,0.52,0.61,0.97
1723,0.0,0.01,0.44,0.02,0.05,0.0,0.0
5751,0.0,0.0,0.43,0.01,0.01,0.0,0.0
1679,0.0,0.38,0.49,0.32,0.42,0.74,0.98
3088,0.0,0.03,0.45,0.02,0.02,0.04,0.0
817,0.0,0.17,0.48,0.18,0.12,0.09,0.0
117,1.0,0.68,0.51,0.67,0.65,0.43,0.61
1168,0.0,0.17,0.47,0.14,0.1,0.04,0.0
5061,0.0,0.11,0.47,0.08,0.04,0.13,0.0
4292,1.0,0.52,0.5,0.51,0.53,0.65,1.0
2094,0.0,0.11,0.46,0.05,0.13,0.09,0.05
2088,0.0,0.1,0.47,0.1,0.1,0.43,0.18
5009,0.0,0.24,0.47,0.11,0.07,0.22,0.0
6075,0.0,0.15,0.47,0.08,0.16,0.26,0.06
2620,0.0,0.17,0.48,0.11,0.21,0.22,0.24
6933,1.0,0.79,0.52,0.78,0.66,0.61,0.99
1312,0.0,0.09,0.46,0.08,0.06,0.09,0.01
2989,0.0,0.38,0.49,0.32,0.23,0.43,0.05
1341,1.0,0.42,0.5,0.43,0.43,0.61,0.88
794,0.0,0.43,0.49,0.36,0.52,0.52,0.82
5477,0.0,0.01,0.44,0.02,0.02,0.04,0.0
2036,0.0,0.77,0.52,0.84,0.68,0.78,0.99
1671,0.0,0.21,0.47,0.14,0.08,0.17,0.0
524,1.0,0.57,0.5,0.62,0.59,0.7,0.91
144,0.0,0.0,0.43,0.01,0.01,0.0,0.0
1148,1.0,0.83,0.52,0.9,0.8,0.74,0.99
6434,1.0,0.69,0.51,0.64,0.44,0.61,0.96
5291,0.0,0.08,0.47,0.09,0.08,0.13,0.01
147,1.0,0.56,0.51,0.66,0.44,0.57,0.98
4535,1.0,0.55,0.5,0.59,0.58,0.74,0.72
7021,1.0,0.18,0.47,0.2,0.2,0.43,0.33
1390,0.0,0.02,0.42,0.01,0.01,0.04,0.0
1041,0.0,0.07,0.46,0.07,0.07,0.09,0.0
5828,0.0,0.0,0.42,0.0,0.01,0.0,0.0
920,0.0,0.03,0.45,0.01,0.02,0.0,0.0
5488,0.0,0.18,0.48,0.3,0.22,0.22,0.06
5810,1.0,0.53,0.5,0.65,0.62,0.7,0.92
5634,1.0,0.37,0.49,0.41,0.22,0.3,0.03
2202,1.0,0.55,0.5,0.5,0.68,0.48,1.0
5149,0.0,0.02,0.44,0.01,0.01,0.0,0.0
2887,1.0,0.52,0.51,0.55,0.45,0.57,0.98
6874,0.0,0.19,0.48,0.13,0.18,0.35,0.57
2281,1.0,0.26,0.49,0.31,0.43,0.39,0.94
5106,0.0,0.22,0.48,0.22,0.16,0.3,0.75
6731,0.0,0.01,0.44,0.02,0.04,0.0,0.0
6873,0.0,0.01,0.45,0.02,0.02,0.0,0.0
6788,0.0,0.04,0.46,0.04,0.09,0.04,0.01
5064,1.0,0.45,0.5,0.54,0.4,0.22,0.3
5377,0.0,0.35,0.49,0.41,0.4,0.43,0.89
2293,0.0,0.01,0.44,0.02,0.02,0.04,0.0
3828,0.0,0.02,0.43,0.01,0.01,0.0,0.0
6969,1.0,0.28,0.49,0.21,0.2,0.3,0.08
6921,0.0,0.34,0.49,0.4,0.27,0.35,0.73
5018,0.0,0.0,0.42,0.0,0.0,0.0,0.0
280,0.0,0.28,0.48,0.15,0.24,0.35,0.43
6744,0.0,0.08,0.47,0.11,0.07,0.17,0.0
5593,0.0,0.08,0.46,0.07,0.08,0.13,0.0
2028,0.0,0.01,0.44,0.02,0.04,0.0,0.0
5611,0.0,0.39,0.5,0.46,0.35,0.3,0.67
5785,0.0,0.01,0.44,0.01,0.02,0.0,0.0
2229,0.0,0.57,0.5,0.57,0.55,0.65,0.95
5902,0.0,0.24,0.48,0.21,0.3,0.26,0.72
2056,0.0,0.28,0.49,0.26,0.22,0.35,0.5
2021,0.0,0.07,0.45,0.02,0.03,0.0,0.0
3103,1.0,0.48,0.5,0.49,0.3,0.35,0.69
6182,0.0,0.01,0.43,0.01,0.01,0.0,0.0
1776,0.0,0.01,0.42,0.01,0.01,0.0,0.0
102,0.0,0.13,0.48,0.17,0.18,0.22,0.02
4190,1.0,0.47,0.5,0.47,0.52,0.17,0.47
3213,0.0,0.05,0.46,0.05,0.06,0.04,0.0
4542,0.0,0.45,0.49,0.32,0.45,0.43,0.97
2796,0.0,0.23,0.49,0.25,0.25,0.04,0.26
3557,0.0,0.24,0.48,0.22,0.31,0.3,0.34
7040,0.0,0.29,0.49,0.3,0.31,0.3,0.15
1916,1.0,0.32,0.49,0.32,0.33,0.26,0.69
4497,0.0,0.21,0.48,0.21,0.21,0.22,0.28
386,1.0,0.39,0.5,0.38,0.33,0.39,0.92
1505,1.0,0.84,0.52,0.88,0.76,0.7,1.0
3075,0.0,0.17,0.48,0.21,0.15,0.26,0.01
688,0.0,0.19,0.46,0.07,0.07,0.17,0.02
698,0.0,0.18,0.48,0.2,0.2,0.26,0.14
6430,0.0,0.19,0.47,0.09,0.12,0.13,0.01
5085,0.0,0.23,0.48,0.24,0.23,0.26,0.46
2968,0.0,0.58,0.51,0.57,0.61,0.26,0.88
3717,0.0,0.17,0.48,0.12,0.16,0.43,0.47
2569,0.0,0.0,0.42,0.01,0.01,0.0,0.0
5332,0.0,0.06,0.45,0.04,0.04,0.0,0.01
3095,0.0,0.53,0.5,0.5,0.56,0.48,0.94
3703,0.0,0.02,0.46,0.05,0.08,0.04,0.0
442,0.0,0.19,0.48,0.23,0.15,0.04,0.0
4263,0.0,0.03,0.44,0.05,0.04,0.0,0.0
6276,0.0,0.03,0.45,0.04,0.06,0.09,0.0
2830,0.0,0.02,0.44,0.01,0.01,0.09,0.0
6876,0.0,0.18,0.47,0.14,0.1,0.09,0.0
6285,0.0,0.06,0.46,0.06,0.12,0.22,0.0
3997,0.0,0.07,0.45,0.02,0.03,0.26,0.0
1703,0.0,0.28,0.49,0.35,0.35,0.35,0.51
3801,1.0,0.5,0.5,0.42,0.55,0.43,0.98
1014,1.0,0.24,0.48,0.17,0.24,0.35,0.3
