index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
5306,1.0,0.6,0.5,0.55,0.64,0.75,1.0
3074,0.0,0.16,0.46,0.09,0.12,0.04,0.78
2401,0.0,0.21,0.48,0.28,0.3,0.42,1.0
1429,0.0,0.01,0.41,0.01,0.01,0.0,0.0
55,1.0,0.65,0.51,0.71,0.79,0.83,1.0
4197,0.0,0.59,0.5,0.56,0.63,0.71,1.0
5169,0.0,0.11,0.45,0.06,0.11,0.08,0.0
2868,0.0,0.56,0.49,0.39,0.54,0.67,1.0
5338,0.0,0.1,0.43,0.06,0.05,0.08,0.0
5272,1.0,0.7,0.51,0.72,0.76,0.67,1.0
5670,1.0,0.02,0.45,0.06,0.12,0.04,0.0
6011,0.0,0.14,0.45,0.08,0.07,0.0,0.0
2569,0.0,0.01,0.39,0.01,0.01,0.0,0.0
1435,0.0,0.25,0.49,0.31,0.23,0.17,0.97
4708,0.0,0.02,0.42,0.01,0.01,0.04,0.0
4160,0.0,0.08,0.44,0.06,0.1,0.04,0.0
2198,0.0,0.16,0.45,0.09,0.13,0.08,0.01
6284,0.0,0.64,0.51,0.58,0.73,0.75,1.0
4026,0.0,0.01,0.43,0.04,0.03,0.04,0.0
4730,0.0,0.34,0.49,0.37,0.48,0.54,1.0
3026,1.0,0.62,0.51,0.73,0.7,0.62,1.0
581,1.0,0.39,0.51,0.53,0.47,0.54,1.0
5608,0.0,0.05,0.44,0.06,0.07,0.0,0.0
5562,0.0,0.19,0.49,0.27,0.23,0.42,1.0
4826,1.0,0.71,0.52,0.81,0.82,0.75,1.0
927,1.0,0.59,0.5,0.52,0.58,0.54,1.0
6559,0.0,0.31,0.5,0.36,0.31,0.25,1.0
5871,1.0,0.17,0.47,0.18,0.23,0.21,1.0
4067,0.0,0.01,0.42,0.02,0.02,0.0,0.0
5172,0.0,0.01,0.41,0.01,0.01,0.04,0.0
1264,0.0,0.09,0.45,0.05,0.04,0.04,0.0
1326,0.0,0.04,0.44,0.07,0.06,0.08,0.0
1467,0.0,0.19,0.46,0.15,0.23,0.17,0.31
1799,1.0,0.8,0.51,0.77,0.74,0.88,1.0
5696,1.0,0.21,0.47,0.13,0.18,0.25,0.99
5304,0.0,0.45,0.49,0.39,0.5,0.42,1.0
3621,1.0,0.39,0.5,0.59,0.44,0.29,1.0
5361,0.0,0.05,0.45,0.1,0.11,0.04,0.0
2539,0.0,0.0,0.41,0.01,0.01,0.0,0.0
2550,0.0,0.0,0.41,0.01,0.01,0.0,0.0
4716,0.0,0.02,0.42,0.01,0.01,0.0,0.0
3400,0.0,0.36,0.49,0.44,0.57,0.58,1.0
6012,1.0,0.7,0.51,0.72,0.66,0.58,1.0
5732,0.0,0.43,0.49,0.46,0.59,0.38,1.0
743,0.0,0.03,0.41,0.01,0.01,0.04,0.0
6374,0.0,0.0,0.39,0.01,0.01,0.0,0.0
4483,0.0,0.01,0.41,0.01,0.01,0.04,0.0
6841,0.0,0.27,0.48,0.23,0.23,0.29,0.97
5267,0.0,0.06,0.44,0.05,0.09,0.17,0.0
6638,0.0,0.02,0.41,0.01,0.01,0.04,0.0
3607,0.0,0.04,0.45,0.05,0.08,0.12,0.0
6853,1.0,0.41,0.5,0.44,0.31,0.38,1.0
1096,0.0,0.28,0.48,0.17,0.28,0.25,0.3
4424,1.0,0.49,0.51,0.54,0.48,0.38,1.0
2318,0.0,0.05,0.43,0.04,0.03,0.08,0.0
417,0.0,0.03,0.42,0.01,0.02,0.04,0.0
6758,0.0,0.06,0.45,0.06,0.11,0.04,0.0
2488,1.0,0.13,0.47,0.19,0.2,0.29,1.0
2486,0.0,0.23,0.47,0.17,0.34,0.46,0.9
3912,0.0,0.03,0.44,0.04,0.03,0.0,0.0
5620,0.0,0.16,0.44,0.09,0.07,0.08,0.0
4758,0.0,0.02,0.41,0.01,0.01,0.0,0.0
230,0.0,0.21,0.45,0.07,0.07,0.33,0.0
5481,1.0,0.76,0.53,0.84,0.78,0.67,1.0
2008,1.0,0.53,0.5,0.63,0.54,0.42,1.0
4751,1.0,0.09,0.46,0.08,0.17,0.04,0.0
3530,0.0,0.27,0.48,0.2,0.33,0.29,1.0
860,0.0,0.01,0.43,0.02,0.05,0.04,0.0
2926,0.0,0.07,0.45,0.07,0.06,0.04,0.0
2758,0.0,0.16,0.47,0.15,0.16,0.21,0.0
3770,0.0,0.0,0.41,0.01,0.01,0.0,0.0
5395,1.0,0.64,0.51,0.71,0.65,0.75,1.0
6103,0.0,0.11,0.46,0.08,0.11,0.04,0.0
1603,1.0,0.2,0.48,0.25,0.36,0.29,1.0
5491,0.0,0.15,0.47,0.09,0.2,0.08,0.96
1735,0.0,0.02,0.42,0.04,0.03,0.04,0.0
950,1.0,0.51,0.49,0.54,0.37,0.54,1.0
4928,1.0,0.46,0.49,0.47,0.38,0.5,1.0
730,1.0,0.41,0.49,0.28,0.34,0.42,1.0
5288,1.0,0.84,0.53,0.8,0.76,0.79,1.0
6045,0.0,0.01,0.43,0.03,0.03,0.0,0.0
671,0.0,0.02,0.41,0.01,0.01,0.04,0.0
6859,0.0,0.05,0.44,0.04,0.03,0.04,0.0
1337,0.0,0.02,0.41,0.01,0.02,0.04,0.0
441,0.0,0.47,0.49,0.45,0.32,0.46,1.0
720,0.0,0.1,0.45,0.15,0.08,0.04,0.0
5569,1.0,0.59,0.51,0.7,0.63,0.71,1.0
6050,0.0,0.29,0.48,0.21,0.13,0.21,0.41
295,0.0,0.35,0.48,0.27,0.18,0.38,0.0
2369,0.0,0.08,0.44,0.05,0.03,0.17,0.0
4862,1.0,0.68,0.52,0.76,0.7,0.62,1.0
2659,0.0,0.02,0.43,0.02,0.02,0.0,0.0
5541,1.0,0.18,0.46,0.13,0.12,0.21,0.0
6911,0.0,0.0,0.41,0.01,0.01,0.0,0.0
2411,0.0,0.05,0.43,0.03,0.03,0.08,0.0
5340,0.0,0.09,0.45,0.11,0.11,0.12,0.0
4725,1.0,0.32,0.5,0.42,0.32,0.33,0.99
2062,0.0,0.04,0.42,0.01,0.01,0.0,0.0
3107,0.0,0.01,0.43,0.05,0.04,0.0,0.0
5424,0.0,0.08,0.45,0.03,0.05,0.12,0.0
5119,0.0,0.42,0.5,0.53,0.51,0.5,1.0
3850,0.0,0.0,0.43,0.02,0.02,0.0,0.0
4144,0.0,0.52,0.49,0.52,0.5,0.71,1.0
1050,1.0,0.37,0.49,0.42,0.54,0.54,1.0
5459,0.0,0.62,0.51,0.74,0.71,0.67,1.0
1964,0.0,0.05,0.44,0.03,0.02,0.04,0.0
2799,0.0,0.04,0.43,0.03,0.02,0.04,0.0
1171,1.0,0.21,0.48,0.17,0.2,0.21,0.96
6705,0.0,0.24,0.48,0.2,0.21,0.25,1.0
4410,0.0,0.56,0.5,0.58,0.62,0.54,1.0
5994,1.0,0.35,0.5,0.59,0.49,0.5,1.0
1012,0.0,0.58,0.5,0.55,0.64,0.75,1.0
5026,0.0,0.0,0.43,0.04,0.05,0.0,0.0
903,0.0,0.25,0.47,0.17,0.12,0.12,0.0
1233,0.0,0.0,0.41,0.01,0.01,0.0,0.0
3191,0.0,0.38,0.48,0.3,0.42,0.54,1.0
7008,1.0,0.73,0.51,0.76,0.7,0.83,1.0
5859,0.0,0.01,0.42,0.01,0.01,0.0,0.0
2939,1.0,0.43,0.49,0.33,0.46,0.75,1.0
2050,0.0,0.01,0.41,0.01,0.01,0.0,0.0
615,0.0,0.26,0.48,0.25,0.3,0.38,1.0
4008,0.0,0.09,0.46,0.16,0.13,0.08,0.01
240,0.0,0.01,0.42,0.02,0.02,0.0,0.0
2594,0.0,0.12,0.45,0.06,0.07,0.08,0.0
2218,0.0,0.0,0.42,0.02,0.01,0.0,0.0
3929,0.0,0.15,0.45,0.08,0.05,0.17,0.14
1636,0.0,0.04,0.43,0.03,0.03,0.04,0.0
4915,0.0,0.33,0.48,0.28,0.34,0.38,1.0
6544,1.0,0.48,0.5,0.57,0.52,0.33,1.0
3129,0.0,0.09,0.47,0.12,0.11,0.21,0.14
6381,0.0,0.31,0.48,0.27,0.16,0.25,0.0
2571,0.0,0.14,0.46,0.16,0.13,0.33,0.0
4642,1.0,0.01,0.42,0.02,0.02,0.04,0.0
5993,0.0,0.57,0.51,0.66,0.6,0.54,1.0
5989,1.0,0.78,0.53,0.85,0.85,0.79,1.0
4692,0.0,0.54,0.49,0.51,0.44,0.42,0.97
1791,0.0,0.06,0.44,0.03,0.05,0.08,0.0
6255,0.0,0.27,0.46,0.17,0.1,0.25,0.0
5044,0.0,0.43,0.49,0.49,0.47,0.5,1.0
3647,0.0,0.59,0.51,0.61,0.68,0.71,1.0
147,1.0,0.63,0.51,0.67,0.48,0.71,1.0
218,0.0,0.01,0.43,0.02,0.02,0.0,0.0
2597,0.0,0.26,0.46,0.24,0.13,0.21,0.05
2695,0.0,0.1,0.44,0.05,0.04,0.08,0.0
5399,0.0,0.02,0.43,0.03,0.02,0.04,0.0
3505,0.0,0.57,0.49,0.44,0.53,0.5,1.0
4792,1.0,0.23,0.48,0.27,0.25,0.33,0.97
2966,0.0,0.53,0.5,0.61,0.68,0.75,1.0
4615,0.0,0.02,0.4,0.01,0.01,0.04,0.0
3959,0.0,0.12,0.45,0.08,0.06,0.04,0.18
5896,0.0,0.01,0.41,0.01,0.01,0.0,0.0
1134,0.0,0.31,0.48,0.22,0.27,0.33,1.0
626,0.0,0.46,0.49,0.42,0.47,0.62,1.0
3345,0.0,0.19,0.46,0.24,0.18,0.38,0.73
2178,0.0,0.01,0.41,0.01,0.01,0.0,0.0
4428,1.0,0.48,0.5,0.53,0.56,0.62,1.0
6363,0.0,0.39,0.5,0.46,0.56,0.54,1.0
