ID,Customer Age,Churn,CHI Score,CHI Score,Support Cases,Support,SP,SP,Logins,Blog Articles,Views,Days
"3,167",12,-,138,32,1,0,3,0,28,2,279,1
"3,168",12,-,200,5,0,0,0,0,78,1,62,0
"3,169",9,-,131,6,7,2,2.9,0.1,1,2,0,1
"3,17",11,-,169,15,1,1,3,3,19,0,696,0
"3,171",8,-,195,29,2,2,3,3,76,5,239,12
"3,172",11,-,162,5,0,0,0,0,22,5,452,4
"3,173",11,-,68,37,0,0,0,0,20,2,6,8
"3,174",12,-,65,21,0,0,0,0,5,1,9,74
"3,175",10,-,147,9,0,0,0,0,21,1,679,3
"3,176",12,-,42,24,0,0,0,0,4,0,8,31
"3,177",12,-,0,0,0,0,0,0,0,0,6,31
"3,178",12,-,116,5,2,2,3,3,27,1,67,1
"3,179",12,-,89,46,0,1,0,2,76,1,50,0
"3,18",11,-,68,26,0,0,0,0,0,0,55,10
"3,181",11,-,128,10,7,5,3,0,16,0,24,9
"3,182",11,-,71,48,0,2,0,3,31,2,66,3
"3,183",10,-,156,4,0,0,0,0,14,5,223,1
"3,184",12,-,120,37,0,0,0,0,0,2,324,4
"3,185",3,-,0,0,0,0,0,0,2,0,0,0
"3,186",10,-,0,0,0,0,0,0,0,0,0,31
"3,187",12,-,43,33,5,5,3,3,18,0,5,0
"3,188",11,-,87,1,0,0,0,0,0,0,0,52
"3,189",12,-,133,9,1,1,3,0,47,0,33,1
"3,19",11,-,169,2,1,0,3,0,29,1,41,0
"3,191",12,-,265,5,3,7,3.3,0.4,296,4,1895,0
"3,192",12,-,159,31,0,0,0,0,7,3,127,0
"3,193",10,-,156,0,0,0,0,0,29,0,667,1
"3,194",11,-,129,11,0,0,0,0,22,2,159,0
"3,195",9,-,120,11,0,0,0,0,10,6,44,0
"3,196",11,-,93,37,9,5,3,0.3,48,0,152,0
"3,197",12,-,117,36,0,0,0,0,5,1,29,0
"3,198",11,-,142,6,1,0,3,0,5,2,1,0
"3,199",11,-,196,1,0,0,0,0,8,2,966,0
"3,2",12,-,125,5,0,0,0,0,15,2,14,4
"3,201",12,1.0,26,0,0,0,0,0,0,0,2,4
"3,202",11,-,29,1,0,1,0,3,3,0,0,15
"3,203",10,-,175,15,0,2,0,3,76,4,1,0
"3,204",12,-,156,10,2,2,2.5,2.5,9,0,6,0
"3,205",10,-,39,47,0,0,0,0,6,1,9,3
"3,206",12,-,126,10,0,0,0,0,27,1,4,5
"3,207",11,-,195,8,1,0,3,0,60,1,145,0
"3,208",12,-,177,4,0,0,0,0,100,2,62,0
"3,209",12,-,145,2,0,1,0,3,20,0,23,5
"3,21",10,-,77,10,1,1,3,3,14,0,3,5
"3,211",12,-,97,77,0,0,0,0,14,6,10,8
"3,212",11,-,80,34,1,1,4,4,3,1,8,2
"3,213",12,-,92,35,0,0,0,0,1,1,4,0
"3,214",12,-,80,1,0,0,0,0,7,0,55,0
"3,215",12,-,105,7,0,1,0,3,18,0,157,3
"3,216",12,-,95,21,0,0,0,0,3,0,27,5
"3,217",12,-,77,10,1,1,3,3,3,0,41,22
"3,218",8,-,92,18,0,0,0,0,10,0,78,5
"3,219",10,-,0,35,0,0,0,0,2,1,1,10
"3,22",12,-,135,53,0,0,0,0,110,0,437,0
"3,221",11,-,68,2,0,0,0,0,8,1,0,3
"3,222",12,-,41,76,1,1,3,0,2,1,39,25
"3,223",11,-,134,11,1,1,3,3,19,0,142,0
"3,224",12,-,195,15,1,1,3,3,24,0,377,0
"3,225",12,-,109,8,0,0,0,0,4,3,637,0
"3,226",12,-,30,49,0,0,0,0,7,0,6,1
"3,227",9,-,135,12,1,2,3,0,24,1,44,1
"3,228",12,1.0,0,0,0,0,0,0,0,0,0,30
"3,229",8,-,10,36,0,0,0,0,7,0,202,15
"3,23",12,-,157,32,0,0,0,0,64,4,9,2
"3,231",12,-,205,10,0,1,0,3,1,1,461,1
"3,232",12,-,96,9,0,0,0,0,7,0,584,14
"3,233",12,-,93,9,0,1,0,3,18,4,652,2
"3,234",12,-,147,15,0,0,0,0,49,1,22,0
"3,235",11,1.0,0,0,0,0,0,0,0,0,8,31
"3,236",11,-,149,46,0,0,0,0,5,1,35,0
"3,237",12,-,7,10,0,0,0,0,2,0,6,16
"3,238",11,-,118,51,0,0,0,0,47,0,1032,4
"3,239",8,-,76,10,0,0,0,0,12,0,73,7
"3,24",9,-,24,10,3,3,3,3,11,0,4,23
"3,241",10,-,118,13,0,1,0,3,12,4,45,0
"3,242",12,-,186,2,0,2,0,3,68,1,683,0
"3,243",12,-,133,49,0,0,0,0,13,1,64,0
"3,244",11,-,178,1,3,0,3,0,33,1,178,0
"3,245",12,-,71,4,0,0,0,0,4,0,22,11
"3,246",11,-,217,13,7,2,3,0,0,1,115,0
"3,247",10,-,93,5,0,0,0,0,19,0,13,7
"3,248",11,-,132,8,1,0,3,0,43,5,117,0
"3,249",10,-,112,3,1,0,3,0,52,0,13,0
"3,25",12,-,155,1,0,0,0,0,20,1,408,1
"3,251",11,-,140,58,1,1,3,3,92,12,14,1
"3,252",11,-,123,57,1,1,3,3,32,2,146,8
"3,253",12,-,0,0,0,0,0,0,2,0,0,15
"3,254",10,-,66,1,1,1,3,3,3,1,3,51
"3,255",11,-,182,6,4,3,3,0,68,1,432,15
"3,256",11,1.0,48,11,0,1,0,0,33,1,15,8
"3,257",11,-,26,10,0,0,0,0,18,0,2,127
"3,258",12,-,196,6,3,3,3,3,71,1,12975,0
"3,259",12,-,107,1,0,0,0,0,4,0,53,31
"3,26",12,-,183,45,0,0,0,0,30,2,174,0
"3,261",11,-,124,2,5,4,3,0,42,0,353,6
"3,262",12,-,136,10,0,0,0,0,44,1,226,1
"3,263",12,-,0,46,0,0,0,0,6,0,13927,1
"3,264",12,-,111,62,1,1,3,3,36,2,15,38
"3,265",11,-,0,0,0,0,0,0,0,0,5,31
"3,266",12,-,19,42,0,0,0,0,2,0,42,4
"3,267",12,1.0,0,0,0,0,0,0,0,0,1,30
"3,268",12,-,168,1,0,0,0,0,93,1,0,1
"3,269",11,-,0,0,0,0,0,0,0,0,0,31
"3,27",11,-,177,15,1,0,3,0,49,3,14,1
"3,271",12,-,105,68,1,1,2,2,8,1,1077,3
"3,272",10,-,42,24,0,0,0,0,22,0,13,1
"3,273",11,-,73,2,0,0,0,0,20,0,50,38
"3,274",12,-,170,32,0,1,0,3,8,5,204,0
"3,275",12,-,129,1,0,0,0,0,17,1,32,0
"3,276",12,-,117,1,0,0,0,0,3,6,1467,3
"3,277",12,-,83,0,0,0,0,0,6,1,13,4
"3,278",11,-,254,6,6,2,3,0,47,4,10431,0
"3,279",11,-,125,2,1,0,3,0,104,0,0,0
"3,28",11,-,104,15,2,1,2.5,0.5,4,1,0,2
"3,281",12,-,135,20,1,1,3,3,30,0,60,0
"3,282",6,-,144,31,0,3,0,2.7,35,1,100,0
"3,283",12,-,122,6,0,0,0,0,6,0,244,6
"3,284",10,-,40,3,1,1,3,3,7,0,0,3
"3,285",7,-,113,0,0,0,0,0,23,1,636,0
"3,286",12,-,94,62,0,0,0,0,7,1,33,2
"3,287",12,-,129,22,0,0,0,0,3,3,260,3
"3,288",11,-,58,55,0,5,0,3,112,1,1,2
"3,289",11,-,74,12,0,0,0,0,3,0,148,2
"3,29",11,-,0,0,0,0,0,0,0,0,0,31
"3,291",12,-,184,4,1,1,3,3,32,2,10,4
"3,292",11,-,79,52,0,2,0,2,5,1,89,4
"3,293",12,-,52,1,0,0,0,0,1,0,5,110
"3,294",11,-,10,10,2,2,3,3,4,0,14,31
"3,295",12,-,197,6,1,5,3,0,4,1,229,4
"3,296",11,-,19,11,0,0,0,0,6,0,2,46
"3,297",11,-,88,21,0,0,0,0,72,0,76,9
"3,298",11,-,20,50,0,0,0,0,6,0,122,1
"3,299",11,-,3,1,0,0,0,0,0,0,0,31
"3,3",11,-,105,39,0,1,0,3,10,1,188,0
"3,301",12,-,41,19,0,0,0,0,4,0,23,31
"3,302",12,-,86,10,0,0,0,0,19,0,11,2
"3,303",11,-,103,59,1,1,3,0,20,1,285,0
"3,304",12,-,129,6,2,2,3,0,64,4,177,0
"3,305",7,-,153,14,0,0,0,0,15,3,822,1
"3,306",6,-,62,35,2,2,3,3,4,2,4,0
"3,307",12,-,135,35,0,3,0,3,20,1,169,4
"3,308",8,-,31,55,0,0,0,0,4,0,190,0
"3,309",11,-,137,5,0,0,0,0,55,0,694,2
"3,31",11,-,118,3,0,1,0,3,45,1,134,11
"3,311",9,-,168,43,1,1,3,3,73,1,60,0
"3,312",12,1.0,0,0,0,0,0,0,0,0,0,31
"3,313",12,1.0,0,0,0,0,0,0,0,0,0,31
"3,314",11,-,5,1,0,0,0,0,0,0,1,30
"3,315",12,-,56,21,0,1,0,3,20,0,458,10
"3,316",11,-,43,15,0,0,0,0,6,0,7,31
"3,317",11,1.0,38,66,0,0,0,0,11,1,23,0
"3,318",11,-,100,10,0,0,0,0,48,0,6,6
"3,319",11,-,4,1,0,2,0,2.5,12,0,0,3
"3,32",11,-,0,10,0,0,0,0,0,0,1,31
"3,321",10,-,110,15,0,0,0,0,11,0,81,10
"3,322",11,-,189,10,0,0,0,0,31,0,5687,0
"3,323",12,-,82,45,1,1,3,3,39,0,27,0
"3,324",12,-,35,73,0,0,0,0,9,3,232,28
"3,325",11,-,140,8,0,0,0,0,23,1,24,2
"3,326",11,-,106,59,0,0,0,0,11,2,64,4
"3,327",12,-,109,1,0,1,0,3,11,1,277,4
"3,328",12,-,65,4,0,0,0,0,23,2,14,5
"3,329",10,-,246,26,2,1,2,1,235,1,1224,0
"3,33",12,-,38,10,0,1,0,3,4,0,43,20
"3,331",12,-,106,33,0,1,0,3,2,4,8,1
"3,332",8,-,56,5,1,1,3,3,22,0,0,3
"3,333",11,-,0,52,0,0,0,0,5,4,7,57
"3,334",11,-,69,37,0,0,0,0,5,1,96,1
"3,335",11,-,123,10,1,0,3,0,4,0,224,6
"3,336",12,-,135,16,1,1,3,3,4,2,62,1
"3,337",11,-,127,12,4,1,3,0,14,20,27,0
"3,338",10,-,41,25,0,0,0,0,1,0,1,19
"3,339",11,-,169,15,2,0,3,0.5,58,4,287,0
"3,34",10,1.0,15,105,0,0,0,0,50,1,44,0
"3,341",9,-,168,2,1,1,3,3,33,2,393,0
"3,342",11,-,32,56,0,4,0,3,26,3,9,0
"3,343",12,-,14,14,3,3,3,3,12,0,0,31
"3,344",3,-,51,51,0,0,0,0,142,0,0,0
"3,345",11,-,144,27,5,3,3,0,103,8,167,2
"3,346",9,-,110,10,0,0,0,0,14,0,281,3
"3,347",11,-,50,30,0,0,0,0,2,0,11,3
"3,348",9,-,57,12,0,0,0,0,6,0,53,31
"3,349",11,1.0,0,0,0,0,0,0,0,0,0,31
"3,35",11,-,15,16,0,0,0,0,5,0,15,9
"3,351",11,-,187,2,4,3,3,0,7,0,445,0
"3,352",12,-,54,35,0,0,0,0,1,1,38,11
"3,353",11,-,147,4,0,0,0,0,21,4,166,0
"3,354",12,-,107,40,1,1,3,3,60,0,2,0
"3,355",11,-,55,10,0,0,0,0,9,0,11,0
"3,356",10,-,0,27,0,0,0,0,7,0,0,17
"3,357",11,-,0,34,0,0,0,0,1,0,38,5
"3,358",1,-,0,0,0,0,0,0,0,0,0,0
"3,359",11,-,94,45,0,0,0,0,1,1,23,10
"3,36",12,-,135,15,0,0,0,0,2,0,27,4
"3,361",11,-,103,4,0,0,0,0,6,0,3597,5
"3,362",11,-,101,40,1,1,3,3,0,0,2108,0
"3,363",9,1.0,0,0,0,0,0,0,0,0,0,31
"3,364",10,-,125,5,0,1,0,3,24,0,1,0
"3,365",8,-,195,14,0,8,0,3,67,1,58,0
"3,366",11,-,87,16,2,2,3,3,45,1,8,9
"3,367",10,-,115,48,0,2,0,3,20,2,62,0
"3,368",11,-,142,42,0,0,0,0,16,1,176,13
"3,369",11,-,137,2,0,0,0,0,20,1,165,0
"3,37",11,-,165,14,0,1,0,2,42,0,1123,0
"3,371",11,-,69,4,0,0,0,0,2,0,189,31
"3,372",7,-,45,36,1,0,3,0,5,1,10,1
"3,373",11,-,127,6,1,1,3,3,14,2,157,0
"3,374",11,-,144,10,0,0,0,0,25,1,140,2
"3,375",7,-,201,0,0,1,0,3,82,2,2495,0
"3,376",11,-,166,1,0,0,0,0,23,1,1384,0
"3,377",11,-,50,26,0,0,0,0,1,0,8,16
"3,378",11,-,109,25,4,0,3,0,16,1,46,5
"3,379",11,-,225,1,1,1,2,0.5,16,2,578,3
"3,38",11,-,128,19,0,0,0,0,0,0,2284,0
"3,381",11,-,95,28,0,0,0,0,15,2,14,1
"3,382",11,-,179,21,0,0,0,0,68,4,31215,0
"3,383",11,-,99,16,1,1,3,3,62,2,39,0
"3,384",11,-,198,34,0,5,0,3,31,8,321,0
"3,385",11,-,155,0,5,2,3,0,26,0,10015,0
"3,386",11,-,43,14,0,0,0,0,37,0,4,5
"3,387",11,-,210,0,0,1,0,3,51,1,6703,1
"3,388",10,-,105,9,0,0,0,0,3,0,1229,5
"3,389",10,-,115,23,0,0,0,0,18,0,22,15
"3,39",11,-,255,0,1,5,3,0,353,3,8914,0
"3,391",11,-,109,41,1,1,4,4,15,4,81,2
"3,392",11,-,132,4,5,4,2.8,0.8,38,0,32,3
"3,393",11,-,124,65,4,1,3,0,106,1,0,1
"3,394",10,-,77,2,1,0,3,0,2,0,291,9
"3,395",11,-,184,44,2,2,3,3,24,1,69,1
"3,396",11,-,130,0,2,2,3,3,46,0,170,0
"3,397",9,-,103,13,0,1,0,3,6,1,11,8
"3,398",10,-,125,62,1,1,3,3,22,1,84,8
"3,399",11,-,86,63,4,4,2.5,2.5,153,0,26,14
"3,4",11,-,118,10,0,0,0,0,40,1,35,1
"3,401",10,-,133,10,0,5,0,3,1,1,18,3
"3,402",11,-,0,0,0,0,0,0,0,0,0,30
"3,403",11,-,205,7,13,2,3,0,111,2,232,2
"3,404",11,-,155,46,0,1,0,3,18,2,2,0
"3,405",11,-,133,3,2,1,3,0,6,0,113,0
"3,406",11,-,154,16,0,1,0,3,41,1,741,0
"3,407",5,-,178,52,1,0,3,0,11,1,62,9
"3,408",11,-,214,0,0,0,0,0,102,0,4471,0
"3,409",9,-,145,9,1,1,3,3,58,4,259,0
"3,41",11,-,140,25,0,1,0,2,7,2,61,1
"3,411",11,-,63,27,0,0,0,0,2,0,55,31
"3,412",11,-,115,0,2,1,3,0,11,1,0,0
"3,413",11,-,76,49,0,0,0,0,8,1,37,0
"3,414",11,-,209,11,1,1,3,0,142,1,76,0
"3,415",11,-,77,12,0,0,0,0,4,0,7,3
"3,416",11,-,16,2,0,0,0,0,0,0,22,31
"3,417",10,-,0,0,0,0,0,0,0,0,0,31
"3,418",11,-,0,0,0,0,0,0,0,0,3,31
"3,419",11,-,154,39,1,0,3,0,53,3,1178,0
"3,42",11,-,9,9,1,0,3,1,4,0,2,31
"3,421",11,-,107,32,0,2,0,3,26,0,46,1
"3,422",10,-,120,11,2,1,3,0,17,0,63,0
"3,423",10,-,222,20,13,5,3,0,86,1,144,2
"3,424",10,-,174,8,0,0,0,0,81,2,544,0
"3,425",10,-,211,1,0,0,0,0,55,1,1982,1
"3,426",11,-,154,21,3,2,3.3,3.3,120,0,17,0
"3,427",11,-,91,41,0,2,0,3,78,6,34,2
"3,428",4,-,0,50,0,0,0,0,2,2,13,4
"3,429",11,-,174,21,0,3,0,3,10,0,21,0
"3,43",11,-,114,10,0,1,0,3,3,0,85,6
"3,431",11,-,88,16,0,0,0,0,35,0,14,59
"3,432",10,-,13,8,0,0,0,0,21,0,1,0
"3,433",9,-,44,12,1,1,3,3,9,0,36,6
"3,434",11,-,167,12,0,0,0,0,4,1,510,5
"3,435",11,-,52,40,0,0,0,0,0,0,4,31
"3,436",11,-,50,35,0,0,0,0,2,0,7,31
"3,437",11,-,0,0,0,0,0,0,0,0,0,31
"3,438",11,-,112,1,0,0,0,0,25,1,21,3
"3,439",11,-,51,6,0,0,0,0,0,0,20,31
"3,44",9,-,82,36,0,0,0,0,1,1,188,6
"3,441",9,-,26,24,0,0,0,0,1,0,95,3
"3,442",11,-,21,21,0,0,0,0,4,0,12,31
"3,443",7,-,144,19,3,3,2.7,2.7,1,3,214,4
"3,444",3,-,0,0,0,0,0,0,0,0,0,0
"3,445",9,-,145,26,1,1,3,3,16,2,106,8
"3,446",2,-,0,0,0,0,0,0,0,0,0,0
"3,447",11,-,137,12,1,2,2,1,66,0,118,1
"3,448",11,-,46,29,0,0,0,0,8,0,1675,5
"3,449",11,-,0,0,0,0,0,0,0,0,0,31
"3,45",1,-,0,0,0,0,0,0,0,0,0,0
"3,451",11,-,108,11,3,5,3,0,11,1,128,8
"3,452",11,-,29,29,0,0,0,0,8,0,0,31
"3,453",7,-,150,67,3,3,2.5,2.5,50,0,7,4
"3,454",11,-,146,30,3,2,3,0,9,1,4658,16
"3,455",8,-,2,0,0,0,0,0,0,0,0,4
"3,456",11,-,32,10,1,1,3,3,61,0,0,2
"3,457",1,-,0,0,0,0,0,0,0,0,0,0
"3,458",11,-,125,5,0,1,0,3,21,4,32,1
"3,459",10,-,104,22,0,0,0,0,2,1,183,2
"3,46",11,-,5,5,0,0,0,0,2,0,2,31
"3,461",2,-,0,0,0,0,0,0,0,0,0,0
"3,462",8,-,197,0,2,1,2.5,0.8,30,0,1654,0
"3,463",11,-,121,20,3,1,2.7,0.3,513,1,59,0
"3,464",11,-,140,1,0,0,0,0,2,0,603,0
"3,465",10,-,182,10,0,0,0,0,61,2,13,0
"3,466",7,-,38,2,0,0,0,0,1,0,1,18
"3,467",11,-,61,16,0,0,0,0,3,0,2,74
"3,468",11,-,131,15,3,1,3,0,17,2,835,99
"3,469",11,-,118,45,0,0,0,0,18,2,188,1
"3,47",10,-,145,11,0,0,0,0,30,1,1024,4
"3,471",10,-,124,17,2,2,3,3,64,1,5,4
"3,472",11,-,50,1,0,0,0,0,5,0,88,21
"3,473",11,-,164,11,1,2,3,0,29,3,239,0
"3,474",11,-,14,0,0,0,0,0,0,0,2,31
"3,475",1,-,0,0,0,0,0,0,0,0,0,0
"3,476",10,-,177,9,3,1,3,0,6,0,258,0
"3,477",11,-,102,16,0,0,0,0,4,0,1722,2
"3,478",6,-,82,31,0,1,0,3,1,0,0,3
"3,479",6,-,178,2,3,2,3,0,69,0,227,0
"3,48",10,-,130,15,1,0,3,0,23,0,1727,1
"3,481",10,-,34,51,0,0,0,0,32,0,279,6
"3,482",11,-,149,10,1,0,3,0,1,2,35,0
"3,483",11,-,70,14,0,1,0,3,9,0,40,8
"3,484",11,-,131,36,0,0,0,0,4,1,12,1
"3,485",10,-,112,29,0,0,0,0,15,4,548,1
"3,486",11,-,96,41,2,1,3,0,1,6,14,7
"3,487",11,1.0,22,9,0,0,0,0,0,0,11,31
"3,488",11,-,46,11,0,6,0,3,25,0,41,3
"3,489",10,-,204,22,0,1,0,3,89,2,534,1
"3,49",11,-,46,0,0,0,0,0,1,0,94,19
"3,491",11,-,0,0,0,0,0,0,0,0,0,31
"3,492",11,1.0,120,12,0,0,0,0,11,1,31,3
"3,493",9,-,111,34,0,0,0,0,27,0,117,0
"3,494",11,1.0,141,12,0,0,0,0,1,0,85,4
"3,495",10,-,120,36,0,0,0,0,17,1,110,4
"3,496",5,-,76,13,0,0,0,0,84,0,180,1
"3,497",10,-,85,24,0,0,0,0,1,0,13,5
"3,498",3,-,0,0,0,0,0,0,4,0,0,0
"3,499",11,-,207,3,2,4,3,0,93,1,15,0
"3,5",10,-,61,0,0,0,0,0,14,0,6,2
"3,501",11,-,105,24,0,0,0,0,7,1,163,22
"3,502",10,-,136,6,0,0,0,0,12,0,257,1
"3,503",11,-,201,6,0,4,0,3,35,6,608,0
"3,504",11,-,3,50,0,0,0,0,0,0,0,14
"3,505",9,-,150,35,0,0,0,0,26,6,607,0
"3,506",10,-,58,9,0,0,0,0,6,0,66,5
"3,507",11,-,105,37,0,5,0,2.8,1,2,29,1
"3,508",11,-,123,45,0,0,0,0,4,1,203,1
"3,509",11,-,189,18,1,5,3,0,26,1,3507,0
"3,51",11,-,153,9,0,0,0,0,5,1,5298,0
"3,511",11,-,145,12,0,0,0,0,11,1,2658,10
"3,512",11,-,142,22,0,1,0,2,17,0,469,1
"3,513",8,-,22,0,1,1,3,3,11,0,1,4
"3,514",10,-,69,9,0,0,0,0,0,0,2,26
"3,515",7,-,122,5,1,1,3,3,31,0,47,0
"3,516",9,-,200,0,1,1,3,3,66,8,28,1
"3,517",11,-,103,22,7,4,3,0,17,3,31,2
"3,518",10,-,190,2,1,5,3,0,5,4,886,1
"3,519",10,-,191,48,4,2,3,0,3,2,379,1
"3,52",10,-,135,18,0,0,0,0,34,0,234,2
"3,521",10,-,57,0,0,0,0,0,1,0,44,16
"3,522",10,-,17,5,0,0,0,0,1,0,0,47
"3,523",10,-,59,15,0,0,0,0,2,0,312,5
"3,524",8,-,21,3,1,1,3,0,33,0,324,0
"3,525",10,-,41,36,0,1,0,3,3,1,15,5
"3,526",11,-,0,0,0,0,0,0,0,0,4,31
"3,527",11,-,92,0,0,1,0,3,11,0,28,42
"3,528",11,-,126,1,0,0,0,0,0,0,233,2
"3,529",8,-,95,5,0,1,0,3,12,0,10,2
"3,53",9,-,31,7,0,0,0,0,2,0,1,18
"3,531",10,-,43,1,0,0,0,0,2,0,45,31
"3,532",11,-,121,21,0,2,0,3,22,0,68,2
"3,533",9,-,180,22,2,1,3,0,33,0,29,1
"3,534",11,-,162,1,0,1,0,3,5,0,8,0
"3,535",10,-,172,1,0,0,0,0,9,2,259,0
"3,536",11,-,0,0,0,0,0,0,0,0,1,31
"3,537",8,-,159,28,1,1,3,3,23,2,109,0
"3,538",10,-,167,27,0,0,0,0,15,1,33,0
"3,539",10,-,115,17,1,1,3,3,27,9,15,0
"3,54",10,-,200,1,0,0,0,0,28,0,690,1
"3,541",9,-,48,11,0,0,0,0,5,0,14,56
"3,542",11,-,0,0,0,0,0,0,0,0,0,31
"3,543",10,-,62,38,0,0,0,0,11,2,126,20
"3,544",11,-,120,10,0,1,0,3,1,0,12,10
"3,545",11,-,0,0,0,0,0,0,0,0,0,31
"3,546",11,-,124,15,1,1,3,3,12,6,150,0
"3,547",10,-,176,9,1,1,2,2,99,9,2571,0
"3,548",11,-,0,0,0,0,0,0,0,0,65,31
"3,549",10,-,47,34,0,0,0,0,0,0,3,31
"3,55",10,-,174,2,1,0,4,2,45,3,43,0
"3,551",10,-,219,2,2,1,3,0,90,1,1163,3
"3,552",10,-,133,78,0,0,0,0,167,7,97,7
"3,553",10,-,95,1,7,7,3,3,43,0,74,8
"3,554",10,-,29,0,0,0,0,0,1,0,1,2
"3,555",9,-,87,49,0,8,0,3,24,0,728,1
"3,556",11,-,153,4,1,0,3,0,102,1,127,0
"3,557",10,-,177,2,0,0,0,0,5,2,265,0
"3,558",10,1.0,141,6,1,1,0,0,1,6,333,1
"3,559",10,-,135,46,0,0,0,0,28,1,3,3
"3,56",11,-,45,7,0,0,0,0,212,0,14,0
"3,561",10,-,201,73,0,1,0,3,122,5,19,0
"3,562",10,-,172,0,0,3,0,3,7,3,105,13
"3,563",5,-,56,66,1,1,3,3,22,6,227,0
"3,564",10,-,100,46,0,0,0,0,21,1,4,15
"3,565",11,-,105,8,0,0,0,0,24,0,1222,0
"3,566",10,-,209,3,0,0,0,0,50,3,1733,4
"3,567",11,-,98,36,0,0,0,0,8,2,13,22
"3,568",11,-,75,10,1,1,3,3,8,0,22,0
"3,569",9,1.0,0,45,0,0,0,0,15,0,961,9
"3,57",9,-,112,1,1,1,3,3,19,1,317,4
"3,571",10,-,93,11,0,0,0,0,2,4,15,8
"3,572",10,-,161,13,0,1,0,3,31,0,2215,1
"3,573",11,-,162,24,0,3,0,3,9,2,21,4
"3,574",10,-,219,22,0,0,0,0,46,6,100,0
"3,575",10,-,179,6,1,1,3,0,6,5,41,0
"3,576",10,-,154,42,0,0,0,0,3,3,2175,8
"3,577",11,-,88,90,0,0,0,0,2,3,120,0
"3,578",11,-,75,4,0,1,0,2,48,0,1,0
"3,579",10,-,83,20,0,1,0,3,13,1,445,0
"3,58",11,-,177,21,2,2,2,0.5,45,1,44,3
"3,581",11,-,0,9,0,0,0,0,1,0,0,106
"3,582",11,-,57,20,0,3,0,3,37,0,68,0
"3,583",10,-,5,0,1,1,3,3,1,0,0,102
"3,584",10,1.0,14,0,0,0,0,0,0,0,4,31
"3,585",10,-,57,0,0,0,0,0,3,0,134,10
"3,586",10,-,159,38,0,0,0,0,0,2,242,0
"3,587",11,-,111,27,0,2,0,3,9,1,692,3
"3,588",11,-,90,4,0,0,0,0,29,1,37,5
"3,589",6,-,144,2,0,2,0,3,3,0,91,1
"3,59",11,-,177,2,0,0,0,0,19,0,178,0
"3,591",11,-,60,1,0,0,0,0,45,0,9,1
"3,592",10,-,139,16,0,0,0,0,10,1,69,0
"3,593",7,-,23,12,0,0,0,0,5,0,83,10
"3,594",10,-,52,15,0,0,0,0,4,0,465,0
"3,595",11,-,143,3,4,1,2.8,0.3,3,2,206,0
"3,596",10,-,178,3,2,1,3,0,67,0,650,0
"3,597",9,-,88,21,5,5,3,3,114,0,95,1
"3,598",10,-,0,0,0,0,0,0,0,0,0,31
"3,599",10,-,0,0,0,0,0,0,1,0,1,2
"3,6",10,-,0,0,0,0,0,0,0,0,0,31
"3,601",7,-,117,31,1,1,3,0,65,4,1,1
"3,602",3,-,10,10,0,0,0,0,18,0,0,0
"3,603",3,-,66,66,0,0,0,0,72,0,0,0
"3,604",9,1.0,0,78,0,0,0,0,4,2,915,3
"3,605",10,-,208,14,2,0,3,0,91,9,168,0
"3,606",10,-,104,8,2,1,3,0,73,0,36,1
"3,607",10,-,163,36,1,1,2,2,3,1,420,2
"3,608",10,-,73,25,0,0,0,0,11,0,206,1
"3,609",10,-,188,15,2,1,3,0,67,0,113,1
"3,61",10,-,94,57,0,0,0,0,22,1,157,0
"3,611",10,-,188,16,2,1,3,0,152,8,70,0
"3,612",9,-,145,50,0,0,0,0,110,0,8,0
"3,613",8,-,0,0,0,0,0,0,0,0,0,31
"3,614",10,-,139,40,1,0,3,0,49,4,625,0
"3,615",10,-,38,47,0,0,0,0,4,2,10,3
"3,616",10,-,130,0,0,0,0,0,10,0,580,1
"3,617",9,-,16,70,0,0,0,0,3,1,29,18
"3,618",9,-,90,15,0,0,0,0,3,0,15,23
"3,619",10,-,91,15,0,0,0,0,1,0,0,0
"3,62",10,-,63,10,0,6,0,3,26,0,5,2
"3,621",9,-,126,5,0,0,0,0,10,0,1009,5
"3,622",9,-,92,36,0,0,0,0,4,1,18,3
"3,623",10,-,0,0,0,0,0,0,0,0,1,31
"3,624",10,-,160,6,0,2,0,3,12,2,372,0
"3,625",10,-,137,3,0,0,0,0,2,2,0,13
"3,626",8,1.0,96,7,0,0,0,0,8,0,124,8
"3,627",10,-,175,20,2,1,3,0,19,0,883,0
"3,628",10,-,181,2,1,1,3,3,28,0,126,0
"3,629",10,-,79,13,0,0,0,0,67,5,0,0
"3,63",10,-,27,25,0,0,0,0,2,0,0,31
"3,631",10,-,64,10,0,0,0,0,13,0,43,5
"3,632",10,-,3,3,0,0,0,0,0,0,15,31
"3,633",10,-,215,26,6,5,3,0,46,0,2,0
"3,634",10,-,51,15,2,1,3,1,3,0,69,10
"3,635",9,-,116,11,0,0,0,0,70,1,6,0
"3,636",10,-,126,26,1,0,3,0,22,0,482,1
"3,637",9,-,160,51,1,1,2,2,4,1,28,2
"3,638",10,-,33,32,0,0,0,0,4,0,0,1
"3,639",10,-,73,6,0,0,0,0,12,0,4,2
"3,64",7,-,137,11,1,3,3,0,7,1,1395,56
"3,641",10,-,151,26,0,0,0,0,42,1,2,0
